문서개수	500
동일시	NNG	5.521460917862246
애락	NNG	5.521460917862246
맺	VV	5.521460917862246
머	MAG	5.521460917862246
도르	VV	5.521460917862246
강아지	NNGJ	5.521460917862246
분위기	NNGJ	5.521460917862246
일본식	NNG	5.521460917862246
LBH	OL	5.521460917862246
체계	NNGJ	5.521460917862246
동식물	NNGJ	5.521460917862246
hwarang	OLJ	5.521460917862246
간간이	MAG	5.521460917862246
영역	NNG	5.521460917862246
꿍	NNGJ	5.521460917862246
내려오	VV	5.521460917862246
빗	NNG	5.521460917862246
선배	NNG	5.521460917862246
소급	NNG	5.521460917862246
교통사고	NNGJ	5.521460917862246
바다	NNG	5.521460917862246
거짓말	NNGJ	5.521460917862246
숙제	NNG	5.521460917862246
도우미	NNGJ	5.521460917862246
영상	NNGJ	5.521460917862246
가사	NNGJ	5.521460917862246
콘도	NNG	5.521460917862246
그러하	VA	5.521460917862246
일컫	VV	5.521460917862246
축하	NNG	5.521460917862246
被襲	OH	5.521460917862246
때때로	MAG	5.521460917862246
세서	NNG	5.521460917862246
직위	NNGJ	5.521460917862246
기일	NNGJ	5.521460917862246
속	NNG	5.521460917862246
새치	NNGJ	5.521460917862246
설명서	NNGJ	5.521460917862246
녹슬	VV	5.521460917862246
조금	NNG	5.521460917862246
성능	NNGJ	5.521460917862246
방과	NNG	5.521460917862246
Institutet	OL	5.521460917862246
짜	VV	5.521460917862246
전라	NNG	5.521460917862246
1986	NR	5.521460917862246
중세	NNG	5.521460917862246
소금	NNGJ	5.521460917862246
뒤늦	VA	5.521460917862246
시험	NNGJ	5.521460917862246
해지	NNG	5.521460917862246
감탄형	NNG	5.521460917862246
꼴	VV	5.521460917862246
심심찮	VA	5.521460917862246
구성	NNGJ	5.521460917862246
초	NNGJ	5.521460917862246
關係者	OH	5.521460917862246
종	NNGJ	5.521460917862246
장기	NNGJ	5.521460917862246
열정	NNGJ	5.521460917862246
소식	NNGJ	5.521460917862246
白羅惠	OHJ	5.521460917862246
행위	NNGJ	5.521460917862246
실제	NNGJ	5.521460917862246
모	NNG	5.521460917862246
방지	NNG	5.521460917862246
소득	NNG	5.521460917862246
여섯	NR	5.521460917862246
갈비탕	NNG	5.521460917862246
뼈	NNG	5.521460917862246
죄	NNG	5.521460917862246
1951	NR	5.521460917862246
숨기	NNG	5.521460917862246
벚꽃	NNG	5.521460917862246
일행	NNGJ	5.521460917862246
유독	MAG	5.521460917862246
짓	NNG	5.521460917862246
일출	NNG	5.521460917862246
능동형	NNG	5.521460917862246
갓	NNG	5.521460917862246
초가	NNG	5.521460917862246
15	NR	5.521460917862246
도통	MAG	5.521460917862246
후텁지근	MAGJ	5.521460917862246
자라	VV	5.521460917862246
신학적	NNG	5.521460917862246
간단히	MAG	5.521460917862246
ophthalmologist	OL	5.521460917862246
필	NNG	5.521460917862246
Yulgongno	OL	5.521460917862246
입맛	NNGJ	5.521460917862246
심	NNG	5.521460917862246
정해지	VV	5.521460917862246
멍게	NNGJ	5.521460917862246
거들	VV	5.521460917862246
아이디어	NNGJ	5.521460917862246
추운	NNG	5.521460917862246
apple	OLJ	5.521460917862246
리말	NNGJ	5.521460917862246
커플	NNG	5.521460917862246
내년도	NNG	5.521460917862246
술집	NNGJ	5.521460917862246
기이	VV	5.521460917862246
동창회	NNGJ	5.521460917862246
Gustaf	OL	5.521460917862246
이소	NNG	5.521460917862246
지문	NNGJ	5.521460917862246
특보	NNG	5.521460917862246
시내	NNGJ	5.521460917862246
들어주	VV	5.521460917862246
불집게	NNGJ	5.521460917862246
매번	MAG	5.521460917862246
은폐	NNGJ	5.521460917862246
출판사	NNG	5.521460917862246
sikhye	OL	5.521460917862246
수준	NNGJ	5.521460917862246
현	NNG	5.521460917862246
튀어나오	VV	5.521460917862246
best	OL	5.521460917862246
날개	NNGJ	5.521460917862246
갑	NNG	5.521460917862246
당자	NNG	5.521460917862246
협찬	NNGJ	5.521460917862246
어이없	VA	5.521460917862246
나로	NNG	5.521460917862246
학자	NNG	5.521460917862246
데이트	NNG	5.521460917862246
잔솔밭	NNGJ	5.521460917862246
오픈	NNG	5.521460917862246
사또	NNGJ	5.521460917862246
정말로	MAG	5.521460917862246
겸	NNB	5.521460917862246
곰	NNG	5.521460917862246
잔물결	NNG	5.521460917862246
26-28	OL	5.521460917862246
마자	NNG	5.521460917862246
조미료	NNGJ	5.521460917862246
GDP	OL	5.521460917862246
자세	NNG	5.521460917862246
초가집	NNG	5.521460917862246
용성	NNP	5.521460917862246
의가	NNG	5.521460917862246
손	NNG	5.521460917862246
바탕	NNGJ	5.521460917862246
소수	NNG	5.521460917862246
癒	OH	5.521460917862246
每	OH	5.521460917862246
납치	NNG	5.521460917862246
성당	NNGJ	5.521460917862246
부적합	NNG	5.521460917862246
막	NNG	5.521460917862246
개채	NNGJ	5.521460917862246
가치	NNGJ	5.521460917862246
사용시	NNGJ	5.521460917862246
대의	NNGJ	5.521460917862246
넙치	NNG	5.521460917862246
caps	OL	5.521460917862246
Gil	OL	5.521460917862246
제한	NNG	5.521460917862246
값	NNGJ	5.521460917862246
의논	NNG	5.521460917862246
내닫	VV	5.521460917862246
색	NNG	5.521460917862246
아나운서	NNG	5.111987788356544
자로	NNG	5.111987788356544
자가	NNG	5.111987788356544
성묘	NNG	5.111987788356544
놀	VV	5.111987788356544
희	NNG	5.111987788356544
사랑	NNG	5.111987788356544
죽	VV	5.111987788356544
풀	VV	5.111987788356544
후	NNG	5.111987788356544
감상	NNG	5.111987788356544
향	NNG	5.111987788356544
들려오	VV	5.111987788356544
직접	NNG	5.111987788356544
명칭	NNGJ	5.111987788356544
금	NNGJ	5.111987788356544
딥	NNG	5.111987788356544
군	NNG	5.111987788356544
똑같이	MAG	5.111987788356544
역할	NNGJ	5.111987788356544
텔레비전	NNGJ	5.111987788356544
방학	NNG	5.111987788356544
사고	NNG	5.111987788356544
콩	NNG	5.111987788356544
하여	MAG	5.111987788356544
걸	VV	5.111987788356544
거세	VA	5.111987788356544
의견	NNG	5.111987788356544
형용	NNG	5.111987788356544
뉴스	NNGJ	5.111987788356544
새로	MAG	5.111987788356544
낱낱	NNGJ	5.111987788356544
반복	NNG	5.111987788356544
한잔	NNGJ	5.111987788356544
이어지	VV	5.111987788356544
직접	MAG	5.111987788356544
끊	VV	5.111987788356544
교수	NNG	5.111987788356544
그대	NPJ	5.111987788356544
시작	NNG	5.111987788356544
비관	NNG	5.111987788356544
이라고	JX	5.111987788356544
골	NNGJ	5.111987788356544
선물	NNG	5.111987788356544
종이	NNG	5.111987788356544
열심히	MAG	5.111987788356544
부정문	NNGJ	5.111987788356544
둘러싸이	VV	5.111987788356544
동일	NNG	5.111987788356544
대체	MAG	5.111987788356544
끊기	VV	5.111987788356544
새롭	VA	5.111987788356544
의사	NNG	5.111987788356544
아무	NP	5.111987788356544
투	NNG	5.111987788356544
대부분	NNG	5.111987788356544
씀	NNGJ	5.111987788356544
눈물	NNG	5.111987788356544
지금	MAG	5.111987788356544
업	NNG	5.111987788356544
일절	NNGJ	5.111987788356544
여닫이	NNGJ	5.111987788356544
물	NNGJ	5.111987788356544
말씀	NNGJ	5.111987788356544
슈퍼맨	NNG	5.111987788356544
다닫	VV	5.111987788356544
기술	NNGJ	5.111987788356544
성립	NNG	5.111987788356544
열어젖히	VV	5.111987788356544
알려주	VV	5.111987788356544
운동	NNG	5.111987788356544
아프	VA	5.111987788356544
새해	NNG	5.111987788356544
체제	NNGJ	5.111987788356544
어울리	VV	5.111987788356544
병이	NNG	5.111987788356544
인식	NNG	5.111987788356544
라면	NNG	5.111987788356544
ㅂ	NNG	5.111987788356544
반영	NNG	5.111987788356544
30	NR	5.111987788356544
고	NNGJ	5.111987788356544
씩	MAG	5.111987788356544
요청	NNGJ	5.111987788356544
다스리	VV	5.111987788356544
힘	NNGJ	5.111987788356544
예외적	NNGJ	5.111987788356544
첨가	NNG	5.111987788356544
가운데	NNG	5.111987788356544
만하	VXA	5.111987788356544
밝히	VV	5.111987788356544
울	VV	5.111987788356544
짬뽕	NNGJ	5.111987788356544
환경	NNGJ	5.111987788356544
분열	NNG	5.111987788356544
a	OL	5.111987788356544
알맞	VA	5.111987788356544
맨	NNG	5.111987788356544
보	NNG	5.111987788356544
르	NNG	5.111987788356544
이기	VV	5.111987788356544
외래	NNG	5.111987788356544
방법	NNG	5.111987788356544
마지막	NNGJ	5.111987788356544
매	NNM	5.111987788356544
마시	VV	5.111987788356544
덧나	VV	5.111987788356544
무리	NNG	5.111987788356544
난	NNG	5.111987788356544
ㅎ	NNG	5.111987788356544
무언가	NNG	5.111987788356544
살	NNGJ	5.111987788356544
외교관	NNGJ	5.111987788356544
새신랑	NNGJ	5.111987788356544
어쨌든	MAG	5.111987788356544
범위	NNGJ	5.111987788356544
삶	NNG	5.111987788356544
주문	NNG	5.111987788356544
낮	VA	5.111987788356544
미국	NNP	5.111987788356544
연결	NNG	5.111987788356544
새벽	NNG	5.111987788356544
러	NNPJ	5.111987788356544
조	NR	5.111987788356544
반	NNG	5.111987788356544
단체	NNG	5.111987788356544
시점	NNGJ	5.111987788356544
일보	NNGJ	5.111987788356544
에다	JC	5.111987788356544
음운	NNG	5.111987788356544
인하	VV	5.111987788356544
추가	NNG	5.111987788356544
성실	NNG	5.111987788356544
여행	NNG	5.111987788356544
목표	NNGJ	5.111987788356544
지도서	NNGJ	5.111987788356544
로봇	NNG	5.111987788356544
하기	NNGJ	5.111987788356544
어째서	MAG	5.111987788356544
가다	MAG	5.111987788356544
높	VA	5.111987788356544
현재	MAG	5.111987788356544
차례	NNG	5.111987788356544
접수	NNG	5.111987788356544
꽃	NNGJ	5.111987788356544
당첨	NNG	5.111987788356544
교사	NNG	5.111987788356544
엷	VA	5.111987788356544
문제점	NNGJ	5.111987788356544
부자연	NNG	5.111987788356544
아무런	MDT	5.111987788356544
사업	NNGJ	5.111987788356544
문자	NNGJ	5.111987788356544
띄어	NNGJ	5.111987788356544
벌써	MAG	5.111987788356544
리다	NNP	5.111987788356544
높임법	NNG	5.111987788356544
해보	VV	5.111987788356544
동작	NNGJ	5.111987788356544
홍	NNG	5.111987788356544
요로	NNG	5.111987788356544
받으	VV	5.111987788356544
엘	NNG	5.111987788356544
불리	VV	5.111987788356544
가령	MAG	5.111987788356544
몇	MDT	5.111987788356544
자립	NNG	5.111987788356544
네이버	NNP	5.111987788356544
작	NNG	5.111987788356544
실생활	NNGJ	5.111987788356544
지배	NNG	5.111987788356544
운	NNGJ	5.111987788356544
아니하	VXV	5.111987788356544
몰르	VV	5.111987788356544
요새	NNG	5.111987788356544
기본	NNG	5.111987788356544
수단	NNGJ	5.111987788356544
한마디	NNG	5.111987788356544
당하	VV	5.111987788356544
열차	NNGJ	5.111987788356544
음	NNGJ	5.111987788356544
교수님	NNG	5.111987788356544
근데	MAG	5.111987788356544
유래	NNG	5.111987788356544
기여	NNG	5.111987788356544
구체적	NNG	5.111987788356544
고추	NNGJ	5.111987788356544
너	NPJ	5.111987788356544
짱	NNG	5.111987788356544
뜨	VV	5.111987788356544
시키	VV	5.111987788356544
거치	VV	5.111987788356544
활용형	NNGJ	5.111987788356544
혹	NNGJ	5.111987788356544
효	NNGJ	5.111987788356544
경제	NNG	5.111987788356544
반드시	MAG	5.111987788356544
예시	NNG	5.111987788356544
미국산	NNG	5.111987788356544
적합	NNG	5.111987788356544
녀	VV	5.111987788356544
그러면	MAC	5.111987788356544
끌려다니	VV	5.111987788356544
처리	NNG	5.111987788356544
중국	NNG	5.111987788356544
진	NNG	5.111987788356544
우산	NNGJ	5.111987788356544
능	NNG	5.111987788356544
지나	VV	5.111987788356544
비평	NNGJ	5.111987788356544
능력	NNGJ	5.111987788356544
가로	NNG	5.111987788356544
서류	NNG	5.111987788356544
다다	NNP	5.111987788356544
남	NNGJ	5.111987788356544
아주	MAG	5.111987788356544
히	NNGJ	5.111987788356544
그러니까	MAC	5.111987788356544
판단	NNG	5.111987788356544
일단	MAG	5.111987788356544
모습	NNGJ	5.111987788356544
산업	NNG	5.111987788356544
찌	NNG	5.111987788356544
주	NNGJ	5.111987788356544
이중	NNG	5.111987788356544
하교	NNG	5.111987788356544
발견	NNG	5.111987788356544
쉽	VA	5.111987788356544
어른	NNG	5.111987788356544
사라지	VV	5.111987788356544
갑자기	MAG	5.111987788356544
왠지	MAG	5.111987788356544
단일어	NNG	5.111987788356544
대상	NNGJ	5.111987788356544
앞뒤	NNGJ	5.111987788356544
단위	NNG	5.111987788356544
단계	NNGJ	5.111987788356544
지정	NNG	5.111987788356544
지니	VV	5.111987788356544
버리	VXV	5.111987788356544
사인	NNG	5.111987788356544
현상	NNGJ	5.111987788356544
뽑	VV	5.111987788356544
서술형	NNG	5.111987788356544
님	NNG	5.111987788356544
두	JX	5.111987788356544
기본형	NNGJ	5.111987788356544
발표	NNG	5.111987788356544
만나	VV	5.111987788356544
열어제치	VV	5.111987788356544
라가	NNG	5.111987788356544
합격자	NNGJ	5.111987788356544
비추	VV	5.111987788356544
ㄹ	JX	5.111987788356544
특징	NNGJ	5.111987788356544
이란	JX	5.111987788356544
지우	VV	5.111987788356544
해결	NNG	5.111987788356544
굳이	MAG	5.111987788356544
날	NNGJ	5.111987788356544
로도	NNG	5.111987788356544
29	NR	5.111987788356544
말씀하	VV	5.111987788356544
쳐다보	VV	5.111987788356544
기업	NNGJ	5.111987788356544
시대	NNG	5.111987788356544
언제	NPJ	5.111987788356544
코	NNG	5.111987788356544
아무리	MAG	5.111987788356544
교정	NNG	5.111987788356544
게라	NNMJ	5.111987788356544
수식	NNG	5.111987788356544
자막	NNGJ	5.111987788356544
상당히	MAG	5.111987788356544
발	NNGJ	5.111987788356544
물론	MAG	5.111987788356544
떠오르	VV	5.111987788356544
합치	VV	5.111987788356544
27	NR	5.111987788356544
돈	NNGJ	5.111987788356544
도시	NNG	5.111987788356544
적이	MAG	5.111987788356544
자동차	NNG	5.111987788356544
붙임표	NNGJ	5.111987788356544
또한	MAG	5.111987788356544
고기	NNGJ	5.111987788356544
공간적	NNG	5.111987788356544
몬	MAG	5.111987788356544
종류	NNGJ	5.111987788356544
키	NNG	5.111987788356544
각	MDT	5.111987788356544
단순히	MAG	5.111987788356544
정부	NNGJ	5.111987788356544
수퍼마켓	NNGJ	5.111987788356544
전혀	MAG	5.111987788356544
세	VV	5.111987788356544
가르	VV	5.111987788356544
스	VV	5.111987788356544
새	MDT	5.111987788356544
끼이	VV	5.111987788356544
침	NNGJ	5.111987788356544
주로	MAG	5.111987788356544
be	OL	5.111987788356544
희망	NNGJ	5.111987788356544
도로	NNG	5.111987788356544
꼬	VV	5.111987788356544
모든	NNP	5.111987788356544
익	VV	5.111987788356544
가장	MAG	5.111987788356544
골	VV	5.111987788356544
앞장	NNGJ	5.111987788356544
옮기	VV	5.111987788356544
그만	MAG	5.111987788356544
잘못되	VV	5.111987788356544
아무	MDT	5.111987788356544
빠지	VV	5.111987788356544
어는	MDT	5.111987788356544
가정	NNG	5.111987788356544
명이	NNG	5.111987788356544
백분	NNG	5.111987788356544
확대	NNG	5.111987788356544
사장님	NNG	5.111987788356544
저번	NNGJ	5.111987788356544
야	NNB	5.111987788356544
프로그램	NNG	5.111987788356544
비판	NNG	5.111987788356544
수사	NNG	5.111987788356544
컴퓨터	NNG	5.111987788356544
불가능	NNG	5.111987788356544
일체	NNGJ	5.111987788356544
심정	NNGJ	5.111987788356544
살	VV	5.111987788356544
드러나	VV	5.111987788356544
오르	VV	5.111987788356544
공공	NNG	5.111987788356544
이라	JX	5.111987788356544
취지	NNG	5.111987788356544
술	NNG	5.111987788356544
부인	NNGJ	5.111987788356544
든지	JX	5.111987788356544
녹색	NNG	5.111987788356544
있음	NNGJ	5.111987788356544
누구	NPJ	5.111987788356544
총	MDT	5.111987788356544
불구하	VV	5.111987788356544
무조건	MAG	5.111987788356544
드립	NNG	5.111987788356544
가리	VV	5.111987788356544
휴가	NNG	5.111987788356544
백분율	NNG	5.111987788356544
일본인	NNGJ	5.111987788356544
들	NNG	5.111987788356544
경	NNGJ	5.111987788356544
성격	NNGJ	5.111987788356544
역	NNGJ	5.111987788356544
그런	MDT	5.111987788356544
먼저	MAG	5.111987788356544
언제	MAG	5.111987788356544
일명	NNG	5.111987788356544
명륜동	NNPJ	5.111987788356544
일상생활	NNGJ	5.111987788356544
속하	VV	5.111987788356544
비치	VV	5.111987788356544
문법책	NNGJ	5.111987788356544
감	NNG	5.111987788356544
호칭어	NNG	5.111987788356544
전자	NNGJ	5.111987788356544
r	OL	5.111987788356544
6	NRJ	5.111987788356544
가끔	MAG	5.111987788356544
과거형	NNGJ	5.111987788356544
안내	NNG	5.111987788356544
통하	VV	5.111987788356544
씌	VV	5.111987788356544
장음	NNGJ	5.111987788356544
명목	NNG	5.111987788356544
뜻풀이	NNGJ	5.111987788356544
5	NR	5.111987788356544
향상	NNG	5.111987788356544
주어	NNGJ	5.111987788356544
스페인	NNGJ	5.111987788356544
아들	NNGJ	5.111987788356544
대학	NNGJ	5.111987788356544
다그	VV	5.111987788356544
어서	MAGJ	5.111987788356544
설익	VV	5.111987788356544
조심	NNG	5.111987788356544
구하	VV	5.111987788356544
긍정적	NNG	5.111987788356544
이러	VV	5.111987788356544
낮	NNG	5.111987788356544
닫	VV	5.111987788356544
에스파	NNG	5.111987788356544
목	NNGJ	5.111987788356544
최근	NNG	5.111987788356544
중의	NNGJ	5.111987788356544
행정	NNG	5.111987788356544
본문	NNGJ	5.111987788356544
그림	NNGJ	5.111987788356544
9	NR	5.111987788356544
동시	NNGJ	5.111987788356544
접	NNG	5.111987788356544
거짓	NNG	5.111987788356544
끄	VV	5.111987788356544
보통	MAG	5.111987788356544
요인	NNG	5.111987788356544
가깝	VA	5.111987788356544
홍길동	NNG	5.111987788356544
o	OL	5.111987788356544
화살	NNGJ	5.111987788356544
받아들이	VV	5.111987788356544
신장	NNG	5.111987788356544
얘기	NNG	5.111987788356544
대화	NNGJ	5.111987788356544
적히	VV	4.8283137373023015
듯	NNB	4.8283137373023015
김	NNGJ	4.8283137373023015
부가	NNG	4.8283137373023015
순수	NNG	4.8283137373023015
길이	NNG	4.8283137373023015
계시	VXA	4.8283137373023015
방식	NNGJ	4.8283137373023015
토	NNG	4.8283137373023015
등등	NNBJ	4.8283137373023015
슈퍼	NNG	4.8283137373023015
의문	NNGJ	4.8283137373023015
결과	NNGJ	4.8283137373023015
매우	MAG	4.8283137373023015
혼동	NNGJ	4.8283137373023015
못되	VA	4.8283137373023015
견디	VV	4.8283137373023015
상대방	NNG	4.8283137373023015
피동형	NNGJ	4.8283137373023015
내포	NNG	4.8283137373023015
굳어지	VV	4.8283137373023015
근거	NNGJ	4.8283137373023015
ㄱ	NNG	4.8283137373023015
기능	NNGJ	4.8283137373023015
관심	NNGJ	4.8283137373023015
경험	NNGJ	4.8283137373023015
순서	NNGJ	4.8283137373023015
읃	VV	4.8283137373023015
만족	NNG	4.8283137373023015
지역	NNG	4.8283137373023015
하지만	MAC	4.8283137373023015
각각	NNGJ	4.8283137373023015
항목	NNGJ	4.8283137373023015
럼	NNM	4.8283137373023015
논	NNG	4.8283137373023015
접두사	NNG	4.8283137373023015
띄어쓰	VV	4.8283137373023015
름	NNGJ	4.8283137373023015
바른	NNP	4.8283137373023015
낳	VV	4.8283137373023015
출발	NNGJ	4.8283137373023015
기법	NNGJ	4.8283137373023015
마치	VV	4.8283137373023015
선	NNG	4.8283137373023015
물어보	VV	4.8283137373023015
관형형	NNG	4.8283137373023015
형용사	NNGJ	4.8283137373023015
보내	VV	4.8283137373023015
역시	MAG	4.8283137373023015
명	NNG	4.8283137373023015
가라	VV	4.8283137373023015
자료	NNGJ	4.8283137373023015
혼란	NNG	4.8283137373023015
낱말	NNG	4.8283137373023015
이것을	NNG	4.8283137373023015
종종	MAG	4.8283137373023015
도가	NNG	4.8283137373023015
나가	VV	4.8283137373023015
조건	NNGJ	4.8283137373023015
자기	NP	4.8283137373023015
한편	NNGJ	4.8283137373023015
타	VV	4.8283137373023015
부탁드리	VV	4.8283137373023015
01	NR	4.8283137373023015
너무	MAG	4.8283137373023015
잊	VV	4.8283137373023015
성과	NNG	4.8283137373023015
광	NNG	4.8283137373023015
정도	NNGJ	4.8283137373023015
바뀌	VV	4.8283137373023015
돌	NNGJ	4.8283137373023015
내용	NNGJ	4.8283137373023015
궁	NNGJ	4.8283137373023015
어머니	NNGJ	4.8283137373023015
개가	NNG	4.8283137373023015
해석	NNGJ	4.8283137373023015
치	VV	4.8283137373023015
본말	NNG	4.8283137373023015
본	NNG	4.8283137373023015
줄임말	NNG	4.8283137373023015
째	NR	4.8283137373023015
발생	NNG	4.8283137373023015
규칙	NNGJ	4.8283137373023015
선생님	NNG	4.8283137373023015
찍	VV	4.8283137373023015
슈퍼마켓	NNG	4.8283137373023015
등록	NNGJ	4.8283137373023015
읽히	VV	4.8283137373023015
항상	MAG	4.8283137373023015
행동	NNGJ	4.8283137373023015
해설	NNG	4.8283137373023015
공간	NNG	4.8283137373023015
자	VV	4.8283137373023015
문화	NNGJ	4.8283137373023015
보조사	NNG	4.8283137373023015
동안	NNG	4.8283137373023015
거의	MAG	4.8283137373023015
길동	NNG	4.8283137373023015
으로서	JKMJ	4.8283137373023015
머리	NNGJ	4.8283137373023015
끼	VV	4.8283137373023015
길	VA	4.8283137373023015
닿	VV	4.8283137373023015
산	NNGJ	4.8283137373023015
이거	NP	4.8283137373023015
끌리	VV	4.8283137373023015
사건	NNGJ	4.8283137373023015
생활	NNG	4.8283137373023015
확인	NNG	4.8283137373023015
법상	NNG	4.8283137373023015
고	JKQ	4.8283137373023015
이의	NNG	4.8283137373023015
상	NNG	4.8283137373023015
소개	NNG	4.8283137373023015
관	NNG	4.8283137373023015
라서	JKS	4.8283137373023015
인사	NNG	4.8283137373023015
종결	NNG	4.8283137373023015
x	OL	4.8283137373023015
밤	NNG	4.8283137373023015
한데	NNG	4.8283137373023015
순우리	NNG	4.8283137373023015
이번	NNGJ	4.8283137373023015
랑	JC	4.8283137373023015
한정	NNG	4.8283137373023015
어떠하	VA	4.8283137373023015
외국	NNGJ	4.8283137373023015
서술	NNG	4.8283137373023015
이외	NNGJ	4.8283137373023015
명령	NNG	4.8283137373023015
서울	NNG	4.8283137373023015
소설	NNG	4.8283137373023015
내가	NNG	4.8283137373023015
달	NNG	4.8283137373023015
약	NNGJ	4.8283137373023015
동화	NNGJ	4.8283137373023015
전성	NNG	4.8283137373023015
잇	VV	4.8283137373023015
괜찮	VA	4.8283137373023015
첫째	NNG	4.8283137373023015
목적	NNGJ	4.8283137373023015
여자	NNG	4.8283137373023015
어의	NNGJ	4.8283137373023015
께	JKM	4.8283137373023015
물건	NNG	4.8283137373023015
늘	MAG	4.8283137373023015
단	NNG	4.8283137373023015
접사	NNG	4.8283137373023015
자신	NNG	4.8283137373023015
인용	NNGJ	4.8283137373023015
불	NNGJ	4.8283137373023015
평가	NNGJ	4.8283137373023015
체	NNGJ	4.8283137373023015
비슷하	VA	4.8283137373023015
대명사	NNGJ	4.8283137373023015
용법	NNGJ	4.8283137373023015
외	NNBJ	4.8283137373023015
이미	MAG	4.8283137373023015
합	NNG	4.8283137373023015
함	NNGJ	4.8283137373023015
갖	VV	4.8283137373023015
모양	NNGJ	4.8283137373023015
법	NNGJ	4.8283137373023015
느껴지	VV	4.8283137373023015
커피	NNGJ	4.8283137373023015
설	NNGJ	4.8283137373023015
마켓	NNG	4.8283137373023015
배	NNGJ	4.8283137373023015
말	VXV	4.8283137373023015
께서	JKS	4.8283137373023015
당	NNG	4.8283137373023015
아직	MAG	4.8283137373023015
저희	NP	4.8283137373023015
낫	NNG	4.8283137373023015
구	NNGJ	4.8283137373023015
잘못	MAG	4.8283137373023015
호칭	NNG	4.8283137373023015
이처럼	MAG	4.8283137373023015
묘	NNG	4.8283137373023015
채	NNGJ	4.8283137373023015
가리키	VV	4.8283137373023015
답	NNGJ	4.8283137373023015
분명히	MAG	4.8283137373023015
높이	VV	4.8283137373023015
원	NNG	4.8283137373023015
지의	NNG	4.8283137373023015
학생	NNGJ	4.8283137373023015
분류	NNGJ	4.8283137373023015
셋째	NR	4.8283137373023015
송이	NNGJ	4.8283137373023015
방	NNG	4.8283137373023015
다니	VV	4.8283137373023015
팔	VV	4.605170185988092
덜	VV	4.605170185988092
각각	MAG	4.605170185988092
병	NNG	4.605170185988092
계획	NNGJ	4.605170185988092
노래	NNG	4.605170185988092
도움	NNG	4.605170185988092
4	NR	4.605170185988092
수퍼	NNG	4.605170185988092
생기	VV	4.605170185988092
어휘	NNGJ	4.605170185988092
남기	VV	4.605170185988092
율	NNG	4.605170185988092
0	NR	4.605170185988092
품사	NNGJ	4.605170185988092
의존	NNG	4.605170185988092
열	NNG	4.605170185988092
쓰임새	NNGJ	4.605170185988092
자리	NNGJ	4.605170185988092
일반	NNG	4.605170185988092
여러	MDT	4.605170185988092
록	NNGJ	4.605170185988092
거리	NNGJ	4.605170185988092
앞말	NNGJ	4.605170185988092
개념	NNGJ	4.605170185988092
거기	NPJ	4.605170185988092
노	NNG	4.605170185988092
내	VXV	4.605170185988092
교육	NNG	4.605170185988092
한자	NNG	4.605170185988092
처	NNG	4.605170185988092
대체	NNG	4.605170185988092
우	NNG	4.605170185988092
유	NNGJ	4.605170185988092
음절	NNGJ	4.605170185988092
효과	NNGJ	4.605170185988092
고유	NNG	4.605170185988092
제가	NNG	4.605170185988092
일반적	NNGJ	4.605170185988092
만큼	NNBJ	4.605170185988092
다시	MAG	4.605170185988092
부정적	NNG	4.605170185988092
표	NNG	4.605170185988092
로써	JKM	4.605170185988092
맞추	VV	4.605170185988092
회사	NNGJ	4.605170185988092
옷	NNG	4.605170185988092
파생	NNG	4.605170185988092
따	VV	4.605170185988092
잔	NNG	4.605170185988092
정확히	MAG	4.605170185988092
비가	NNG	4.605170185988092
뿐	JXJ	4.605170185988092
흔히	MAG	4.605170185988092
작	VA	4.605170185988092
복수	NNG	4.605170185988092
분석	NNGJ	4.605170185988092
지칭	NNG	4.605170185988092
처음	NNGJ	4.605170185988092
드	VV	4.605170185988092
밥	NNGJ	4.605170185988092
한국어	NNGJ	4.605170185988092
절	NNG	4.605170185988092
월	NNM	4.605170185988092
어렵	VA	4.605170185988092
나이	NNGJ	4.605170185988092
탓	NNG	4.605170185988092
문법	NNG	4.605170185988092
형태소	NNG	4.605170185988092
특정	NNG	4.605170185988092
어가	NNG	4.605170185988092
남편	NNGJ	4.605170185988092
순화	NNG	4.605170185988092
사실	NNGJ	4.605170185988092
A	OL	4.605170185988092
B	OL	4.605170185988092
의하	VV	4.605170185988092
바로	MAG	4.605170185988092
쓰기	NNGJ	4.605170185988092
정리	NNG	4.605170185988092
니	VV	4.605170185988092
제목	NNGJ	4.605170185988092
표제어	NNGJ	4.605170185988092
디	NNG	4.605170185988092
피	VV	4.605170185988092
장	NNM	4.605170185988092
생략	NNG	4.605170185988092
정	NNG	4.605170185988092
순	NNG	4.605170185988092
10	NR	4.605170185988092
뒷말	NNGJ	4.605170185988092
요즘	NNG	4.605170185988092
눈	NNGJ	4.605170185988092
뒷	NNG	4.605170185988092
이루	VV	4.605170185988092
여	NPJ	4.605170185988092
음식	NNG	4.605170185988092
사물	NNGJ	4.605170185988092
새	NNG	4.605170185988092
짝	NNGJ	4.605170185988092
꼭	MAG	4.605170185988092
면	NNGJ	4.605170185988092
문맥	NNGJ	4.605170185988092
소	NNGJ	4.605170185988092
으로써	JKM	4.605170185988092
저	VV	4.605170185988092
뿐	NNBJ	4.605170185988092
연	NNGJ	4.605170185988092
마	VV	4.605170185988092
시옷	NNGJ	4.605170185988092
8	NR	4.605170185988092
된	NNGJ	4.605170185988092
국립	NNG	4.418840607796598
해	NNGJ	4.418840607796598
